Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason,Rate1_Predicted,Rate1_Correct,Rate1_F1,Rate1_EM,Rate1_Reason
When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?,King Richard I of England,Richard I,True,0.5,0.0,预测答案“Richard I”与标准答案“King Richard I of England”在语义上完全等价，都指向同一位英格兰国王。虽然预测答案省略了“King”和“of England”等修饰词，但“Richard I”在历史语境中通常特指英格兰的理查一世，这已足够明确地识别出关键人物。预测答案准确抓住了标准答案的核心信息，即信任威廉·德·朗香的具体君主身份，因此正确回答了问题。,Richard I,True,0.5,0.0,预测答案“Richard I”与标准答案“King Richard I of England”在语义上完全等价，都指向同一位英格兰国王。虽然预测答案省略了“King”和“of England”等修饰词，但“Richard I”在历史语境中通常特指英格兰的理查一世，这已足够明确地识别出关键人物。预测答案准确抓住了标准答案的核心信息，即信任威廉·德·朗香的具体君主身份，因此正确回答了问题。
When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.","Richard the Lion-hearted left Messina with a large fleet in April 1191 in order to reach Acre, but a storm dispersed the fleet.",True,0.6530612244897959,0.0,明确指出是理查一世（即狮心王）于1191年4月率领一支大型舰队从墨西拿出发前往阿卡，并且舰队在途中被风暴驱散。尽管预测答案在措辞上略有调整（如使用“理查狮心王”和补充了“为了抵达阿卡”这一目的），但其核心事实（人物、时间、地点、事件及结果）与标准答案完全一致，语义上完全等价，没有出现信息矛盾或缺失。因此，预测答案正确回答了问题。,Richard the Lion-hearted's fleet to reach Acre,True,0.25806451612903225,0.0,预测答案“Richard the Lion-hearted's fleet to reach Acre”与标准答案在语义上完全等价，因为“Richard the Lion-hearted”是国王理查一世的通用别称，而“fleet to reach Acre”准确概括了“从墨西拿前往阿卡的大型舰队”这一关键信息，且都强调了舰队在风暴中分散的核心事件。尽管预测答案省略了具体时间和出发地点，但它抓住了问题所问的“特定海军远征或舰队”的本质，即理查一世领导的前往阿卡的舰队，因此正确回答了问题。
The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?,George Packer,George Packer,True,1.0,1.0,预测答案“George Packer”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价，没有任何措辞差异。这直接准确地回答了关于《The Unwinding》作者身份的问题，符合所有判断标准，包括信息完整性和意思一致性，因此可以明确判定为正确回答。,George Packer,True,1.0,1.0,预测答案“George Packer”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价，没有任何措辞差异。这直接准确地回答了关于《The Unwinding》作者身份的问题，符合所有判断标准，包括信息完整性和意思一致性，因此可以明确判定为正确回答。
The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?,Peace Corps,Peace Corps,True,1.0,1.0,预测答案“Peace Corps”与标准答案完全一致，不仅包含了关键信息“Peace Corps”这一组织名称，而且在语义上完全等价，没有任何歧义或差异。这直接回答了问题中关于乔治·帕克所志愿服务的组织，符合所有判断标准，包括信息准确性和语义一致性，因此可以明确认定为正确回答。,Peace Corps,True,1.0,1.0,预测答案“Peace Corps”与标准答案完全一致，不仅包含了关键信息“Peace Corps”这一组织名称，而且在语义上完全等价，没有任何歧义或差异。这直接回答了问题中关于乔治·帕克所志愿服务的组织，符合所有判断标准，包括信息准确性和语义一致性，因此可以明确认定为正确回答。
Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?,The song 'Bang Bang Rock & Roll' was performed by the British rock band Art Brut.,Art Brut,True,0.15384615384615385,0.0,预测答案“Art Brut”直接提供了标准答案中的核心信息，即演唱歌曲“Bang Bang Rock & Roll”的乐队名称。虽然预测答案省略了标准答案中关于乐队国籍和风格的描述（如“British rock band”），但这并不影响其正确回答问题的本质，因为问题仅询问乐队名称，预测答案在语义上与标准答案的关键部分完全等价，且措辞差异不影响信息准确性。,Art Brut,True,0.15384615384615385,0.0,预测答案“Art Brut”直接提供了标准答案中的核心信息，即演唱歌曲“Bang Bang Rock & Roll”的乐队名称。虽然预测答案省略了标准答案中关于乐队国籍和风格的描述（如“British rock band”），但这并不影响其正确回答问题的本质，因为问题仅询问乐队名称，预测答案在语义上与标准答案的关键部分完全等价，且措辞差异不影响信息准确性。
Who is the lead singer of the band performing Bang Bang Rock & Roll?,Who is the lead singer of the band Art Brut?,Eddie Argos,Eddie Argos,True,1.0,1.0,预测答案“Eddie Argos”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价，没有任何措辞差异。这直接准确地回答了关于Art Brut乐队主唱身份的问题，符合所有判断标准，因此是正确的回答。,Eddie Argos,True,1.0,1.0,预测答案“Eddie Argos”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价，没有任何措辞差异。这直接准确地回答了关于Art Brut乐队主唱身份的问题，符合所有判断标准，因此是正确的回答。
What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company initiated a successful price war among PC manufacturers in 1994?,Compaq initiated a successful price war among PC manufacturers in 1994.,Compaq,True,0.13333333333333333,0.0,预测答案“Compaq”直接提供了标准答案中的核心实体，即发起价格战的公司名称。虽然预测答案在表述上比标准答案更简洁，省略了“initiated a successful price war among PC manufacturers in 1994”这一背景描述，但问题本身是询问“哪家公司”，因此仅回答公司名称已完整覆盖关键信息，在语义上与标准答案等价，且意思完全一致，符合判断标准。,Compaq,True,0.13333333333333333,0.0,预测答案“Compaq”直接提供了标准答案中的核心实体，即发起价格战的公司名称。虽然预测答案在表述上比标准答案更简洁，省略了“initiated a successful price war among PC manufacturers in 1994”这一背景描述，但问题本身是询问“哪家公司”，因此仅回答公司名称已完整覆盖关键信息，在语义上与标准答案等价，且意思完全一致，符合判断标准。
What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company did Compaq merge with in 2002?,Hewlett Packard,Hewlett Packard,True,1.0,1.0,预测答案“Hewlett Packard”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价，没有任何措辞差异。这直接准确地回答了关于康柏公司在2002年合并对象的问题，符合所有判断标准，包括信息完整性和语义一致性。,Hewlett Packard,True,1.0,1.0,预测答案“Hewlett Packard”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价，没有任何措辞差异。这直接准确地回答了关于康柏公司在2002年合并对象的问题，符合所有判断标准，包括信息完整性和语义一致性。
What year was the father of Katherine of England crowned?,Who is Katherine of England?,"Katherine of England was the fifth child of King Henry III and Eleanor of Provence. She was born on 25 November 1253, was either deaf-mute or deaf and mentally challenged, was very sickly, possibly had a degenerative disease, and died at Windsor on 3 May 1257 before reaching her fourth year.","Katherine of England was the fifth child of Henry III and his wife, Eleanor of Provence. She was born either a deaf-mute or just deaf and mentally challenged and was very sickly. She possibly had a degenerative disease, did not survive her fourth year and died at Windsor.",True,0.7438016528925621,0.0,凯瑟琳是亨利三世和普罗旺斯的埃莉诺的第五个孩子，天生聋哑或仅耳聋且智力障碍，体弱多病，可能患有退行性疾病，未满四岁便在温莎去世。尽管措辞略有调整（如“did not survive her fourth year”替代“died before reaching her fourth year”），但语义完全一致，没有遗漏或歪曲事实，符合语义等价的要求。,"Katherine of England was the fifth child of Henry III and his wife, Eleanor of Provence. She was born either a deaf-mute or just deaf and mentally challenged and was very sickly. She possibly had a degenerative disease, did not survive her fourth year and died at Windsor.",True,0.7438016528925621,0.0,凯瑟琳是亨利三世和普罗旺斯的埃莉诺的第五个孩子，天生聋哑或仅耳聋且智力障碍，体弱多病，可能患有退行性疾病，未满四岁便在温莎去世。尽管措辞略有调整（如“did not survive her fourth year”替代“died before reaching her fourth year”），但语义完全一致，没有遗漏或歪曲事实，符合语义等价的要求。
What year was the father of Katherine of England crowned?,What year was King Henry III of England crowned?,Henry III was first crowned in 1216 and had a second coronation in 1220.,1216 and 1220,True,0.5806451612903226,0.0,预测答案“1216 and 1220”完全包含了标准答案中的关键信息，即亨利三世加冕的两个年份（1216年和1220年）。尽管预测答案省略了“first crowned”和“second coronation”等具体措辞，但它在语义上与标准答案等价，准确回答了问题所询问的加冕年份。这种简洁的表达方式并未改变核心事实，符合允许措辞细微差异的判断标准，因此可以视为正确回答。,1216 and 1220,True,0.5806451612903226,0.0,预测答案“1216 and 1220”完全包含了标准答案中的关键信息，即亨利三世加冕的两个年份（1216年和1220年）。尽管预测答案省略了“first crowned”和“second coronation”等具体措辞，但它在语义上与标准答案等价，准确回答了问题所询问的加冕年份。这种简洁的表达方式并未改变核心事实，符合允许措辞细微差异的判断标准，因此可以视为正确回答。
Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who played the little girl in the 1947 film Miracle on 34th Street?,"Natalie Wood played the little girl, Susan Walker, in the 1947 film Miracle on 34th Street.",Natalie Wood,True,0.16666666666666669,0.0,预测答案“Natalie Wood”完整包含了标准答案中的核心关键信息，即演员姓名。虽然预测答案省略了角色名“Susan Walker”和电影细节，但问题明确询问“谁扮演了小女孩”，预测答案直接提供了正确的人物名称，在语义上与标准答案完全等价，且没有引入任何错误或歧义信息，因此可以判定为正确回答。,Natalie Wood,True,0.16666666666666669,0.0,预测答案“Natalie Wood”完整包含了标准答案中的核心关键信息，即演员姓名。虽然预测答案省略了角色名“Susan Walker”和电影细节，但问题明确询问“谁扮演了小女孩”，预测答案直接提供了正确的人物名称，在语义上与标准答案完全等价，且没有引入任何错误或歧义信息，因此可以判定为正确回答。
Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who is the sibling of actress Natalie Wood?,Lana Wood is the sibling of actress Natalie Wood.,Lana Wood,True,0.33333333333333337,0.0,预测答案“Lana Wood”直接提供了标准答案中的核心信息，即娜塔莉·伍德的姐妹姓名。虽然预测答案省略了标准答案中“is the sibling of actress Natalie Wood”的完整表述，但它在语义上完全等价，因为“Lana Wood”这一专有名词已明确指向了标准答案的关键实体。根据判断标准，允许措辞上的细微差异，只要意思保持一致即可，因此预测答案正确回答了问题。,Lana Wood,True,0.33333333333333337,0.0,预测答案“Lana Wood”直接提供了标准答案中的核心信息，即娜塔莉·伍德的姐妹姓名。虽然预测答案省略了标准答案中“is the sibling of actress Natalie Wood”的完整表述，但它在语义上完全等价，因为“Lana Wood”这一专有名词已明确指向了标准答案的关键实体。根据判断标准，允许措辞上的细微差异，只要意思保持一致即可，因此预测答案正确回答了问题。
What is the capital of the county that Pine Springs is located in?,In which county is Pine Springs located?,"Culberson County, Texas",Culberson County,True,0.8571428571428571,0.0,"预测答案“Culberson County”完整包含了标准答案“Culberson County, Texas”中的核心关键信息——县名“Culberson County”。虽然预测答案省略了州名“Texas”，但问题仅询问“位于哪个县”，因此县名已足够直接且准确地回答问题。在语义上，两者完全等价，且这种省略属于允许的措辞差异，不影响答案的正确性。",Culberson County,True,0.8571428571428571,0.0,"预测答案“Culberson County”完整包含了标准答案“Culberson County, Texas”中的核心关键信息——县名“Culberson County”。虽然预测答案省略了州名“Texas”，但问题仅询问“位于哪个县”，因此县名已足够直接且准确地回答问题。在语义上，两者完全等价，且这种省略属于允许的措辞差异，不影响答案的正确性。"
What is the capital of the county that Pine Springs is located in?,"What is the county seat of Culberson County, Texas?",Van Horn,Pine Springs,False,0,0.0,预测答案“Pine Springs”与标准答案“Van Horn”在语义上完全不匹配，两者指的是不同的地点。Culberson County的县治确实是Van Horn，而Pine Springs只是该县内的一个非县治社区。预测答案未能包含标准答案的关键信息，也不存在语义等价或措辞上的细微差异，因此无法正确回答问题。,Pine Springs,False,0,0.0,预测答案“Pine Springs”与标准答案“Van Horn”在语义上完全不匹配，两者指的是不同的地点。Culberson County的县治确实是Van Horn，而Pine Springs只是该县内的一个非县治社区。预测答案未能包含标准答案的关键信息，也不存在语义等价或措辞上的细微差异，因此无法正确回答问题。
"In 2002, what company merged with the top PC manufacturer from 1994?",Who was the top PC manufacturer in 1994?,Compaq was the top PC manufacturer in 1994.,Compaq,True,0.16666666666666669,0.0,预测答案“Compaq”直接提供了标准答案中的核心实体，即1994年顶级PC制造商的名称。虽然预测答案省略了标准答案中的完整陈述结构，但它在语义上完全等价，因为“Compaq”这一关键信息已足以准确回答问题。根据评估标准，允许措辞差异，且预测答案未包含任何矛盾或额外错误信息，因此可以判定为正确回答。,Compaq,True,0.16666666666666669,0.0,预测答案“Compaq”直接提供了标准答案中的核心实体，即1994年顶级PC制造商的名称。虽然预测答案省略了标准答案中的完整陈述结构，但它在语义上完全等价，因为“Compaq”这一关键信息已足以准确回答问题。根据评估标准，允许措辞差异，且预测答案未包含任何矛盾或额外错误信息，因此可以判定为正确回答。
"In 2002, what company merged with the top PC manufacturer from 1994?",What company did Compaq merge with in 2002?,Compaq merged with Hewlett Packard (HP) in 2002.,Hewlett Packard,True,0.4210526315789474,0.0,预测答案“Hewlett Packard”直接提供了标准答案中的核心信息，即康柏公司在2002年合并的对象是惠普。虽然预测答案省略了“Compaq merged with”和“in 2002”等背景描述，但问题明确询问的是“哪家公司”，因此仅回答公司名称已完整覆盖关键事实，语义上与标准答案完全一致，符合措辞差异但意思不变的要求。,Hewlett Packard,True,0.4210526315789474,0.0,预测答案“Hewlett Packard”直接提供了标准答案中的核心信息，即康柏公司在2002年合并的对象是惠普。虽然预测答案省略了“Compaq merged with”和“in 2002”等背景描述，但问题明确询问的是“哪家公司”，因此仅回答公司名称已完整覆盖关键事实，语义上与标准答案完全一致，符合措辞差异但意思不变的要求。
"In the King's Speech, who played the person who was the King of England in 1950?",Who was the King of England in 1950?,George VI was the King of the United Kingdom in 1950.,George VI,True,0.2666666666666667,0.0,预测答案“George VI”完全包含了标准答案中的关键信息，即1950年英格兰的国王是乔治六世。虽然标准答案提供了更完整的表述，包括“King of the United Kingdom”这一细节，但预测答案在语义上与标准答案等价，因为乔治六世在1950年确实是英国（包括英格兰）的君主。这种措辞上的简化并不影响核心事实的正确性，符合允许细微差异的判断标准。,George VI,True,0.2666666666666667,0.0,预测答案“George VI”完全包含了标准答案中的关键信息，即1950年英格兰的国王是乔治六世。虽然标准答案提供了更完整的表述，包括“King of the United Kingdom”这一细节，但预测答案在语义上与标准答案等价，因为乔治六世在1950年确实是英国（包括英格兰）的君主。这种措辞上的简化并不影响核心事实的正确性，符合允许细微差异的判断标准。
"In the King's Speech, who played the person who was the King of England in 1950?",Which actor played King George VI in the film 'The King's Speech'?,Colin Firth,Colin Firth,True,1.0,1.0,预测答案“Colin Firth”完全符合标准答案，不仅包含了关键信息，而且在语义上与标准答案完全等价，没有任何措辞差异。该答案直接、准确地指出了在电影《国王的演讲》中扮演国王乔治六世的演员，与问题要求完全一致，因此正确回答了问题。,Colin Firth,True,1.0,1.0,预测答案“Colin Firth”完全符合标准答案，不仅包含了关键信息，而且在语义上与标准答案完全等价，没有任何措辞差异。该答案直接、准确地指出了在电影《国王的演讲》中扮演国王乔治六世的演员，与问题要求完全一致，因此正确回答了问题。
Whose sister played Susie in miracle on 34th street?,Who played Susie in Miracle on 34th Street?,Natalie Wood played Susan Walker in Miracle on 34th Street.,Natalie Wood,True,0.25,0.0,预测答案“Natalie Wood”直接提供了标准答案中的核心信息，即演员姓名。虽然标准答案更详细地说明了角色全名（Susan Walker）和电影名称，但预测答案在语义上完全等价，因为问题明确询问“谁扮演了Susie”，而Natalie Wood正是该角色的扮演者。这种简洁回答符合常见问答场景，无需重复问题中已提及的电影名称，因此关键信息准确且无歧义。,Natalie Wood,True,0.25,0.0,预测答案“Natalie Wood”直接提供了标准答案中的核心信息，即演员姓名。虽然标准答案更详细地说明了角色全名（Susan Walker）和电影名称，但预测答案在语义上完全等价，因为问题明确询问“谁扮演了Susie”，而Natalie Wood正是该角色的扮演者。这种简洁回答符合常见问答场景，无需重复问题中已提及的电影名称，因此关键信息准确且无歧义。
Whose sister played Susie in miracle on 34th street?,Who is Natalie Wood's brother?,Natalie Wood's sister is Lana Wood. The documents do not mention a brother.,Lana Wood,False,0.2857142857142857,0.0,预测答案“Lana Wood”虽然与标准答案中提到的名字一致，但它错误地将其识别为兄弟（brother），而标准答案明确指出这是她的姐妹（sister）。此外，标准答案强调文档未提及兄弟，预测答案却直接以名字回应，未能正确理解问题询问的是兄弟关系，导致语义上不匹配，因此未能正确回答问题。,"Lana Wood, the sister of Natalie Wood.",True,0.4,0.0,"预测答案虽然直接回答了“Lana Wood, the sister of Natalie Wood”，但问题询问的是“brother”（兄弟），而标准答案明确指出“The documents do not mention a brother”（文档未提及兄弟），并补充了姐妹信息。预测答案通过提供姐妹信息，间接暗示了没有兄弟的上下文，这与标准答案的语义核心一致，即强调没有兄弟但提及姐妹，因此预测答案在关键信息上覆盖了标准答案的要点，且语义等价。"
What team was Anna Benson's husband on?,Who is Anna Benson's husband?,"Kris Benson, a former Major League Baseball pitcher.",Kris Benson,True,0.5454545454545454,0.0,"预测答案""Kris Benson""完全包含了标准答案中的核心关键信息——Anna Benson的丈夫姓名。虽然预测答案省略了""a former Major League Baseball pitcher""这一补充描述，但该描述仅是对人物身份的附加说明，并非回答""Who is Anna Benson's husband?""这一问题的必要成分。预测答案在语义上与标准答案完全等价，都准确指出了配偶关系中的具体人物，符合""允许措辞细微差异""的判断标准。",Kris Benson,True,0.5454545454545454,0.0,"预测答案""Kris Benson""完全包含了标准答案中的核心关键信息——Anna Benson的丈夫姓名。虽然预测答案省略了""a former Major League Baseball pitcher""这一补充描述，但该描述仅是对人物身份的附加说明，并非回答""Who is Anna Benson's husband?""这一问题的必要成分。预测答案在语义上与标准答案完全等价，都准确指出了配偶关系中的具体人物，符合""允许措辞细微差异""的判断标准。"
What team was Anna Benson's husband on?,What team did Kris Benson play for in Major League Baseball?,"Kris Benson played for the Pittsburgh Pirates, New York Mets, and Baltimore Orioles.","Pittsburgh Pirates, the New York Mets, and the Baltimore Orioles",True,0.8125000000000001,0.0,预测答案完整列出了Kris Benson在职业棒球大联盟效力过的所有球队，即匹兹堡海盗队、纽约大都会队和巴尔的摩金莺队，与标准答案的关键信息完全一致。尽管在措辞上存在细微差异（如使用了定冠词“the”），但球队名称和数量均准确无误，语义上与标准答案等价，因此正确回答了问题。,"Pittsburgh Pirates, New York Mets, and the Baltimore Orioles",True,0.8125000000000001,0.0,"匹兹堡海盗队、纽约大都会队和巴尔的摩金莺队，与标准答案的关键信息完全一致。尽管在措辞上略有差异（如使用了""the""和标点格式不同），但语义上完全等价，没有遗漏或错误信息，因此正确回答了问题。"
