question_id,min_correct_rate,peak_strength,attention_mean,attention_std,attention_var,top5_concentration,top10_concentration,top20_concentration,top50_concentration,coverage_50_ratio,coverage_70_ratio,coverage_80_ratio,coverage_90_ratio,coverage_95_ratio,normalized_entropy,gini,layer_consistency,doc_len,log_doc_len,active_layers
Q21_Sub2,0.0,0.024728689342737198,8.881194662535563e-05,0.0005685940850526094,3.2329924692930945e-07,0.18325041234493256,0.21808259189128876,0.2633364200592041,0.35125645995140076,0.0741662518666003,0.2145345943255351,0.3439522150323544,0.5455450472872075,0.7003484320557491,0.8319902011224829,0.642623382401609,0.06391006112857069,2009,7.605890001053122,"[24, 34, 23, 35]"
Q22_Sub1,0.0,0.003768764203414321,6.911871605552733e-05,0.00024049682542681694,5.783872225606501e-08,0.13164891302585602,0.2142232358455658,0.3299757242202759,0.4881530702114105,0.03225806451612903,0.08900836320191159,0.16069295101553166,0.3183990442054958,0.482078853046595,0.7879213716053796,0.7931676569968811,0.4097327140805402,1674,7.423568444259167,"[23, 24, 18, 21]"
Q23_Sub2,1.0,0.004211442545056343,5.2896124543622136e-05,0.00017752077837940305,3.151362548692305e-08,0.12768402695655823,0.19967679679393768,0.30888524651527405,0.4876479506492615,0.03680981595092025,0.10156782549420586,0.17177914110429449,0.3292433537832311,0.49556918882072254,0.7968837154676025,0.7817808388085119,0.39025973912937517,1467,7.291656209174461,"[23, 24, 18, 25]"
Q26_Sub1,0.0,0.006374334916472435,0.00015077578427735716,0.00045814993791282177,2.0990135851661762e-07,0.18753422796726227,0.28495585918426514,0.42279088497161865,0.6208577156066895,0.04048582995951417,0.09716599190283401,0.15519568151147098,0.291497975708502,0.4331983805668016,0.7749530351026555,0.7988592297641748,0.4525333048263363,741,6.60934924316738,"[23, 18, 24, 26]"
Q27_Sub1,0.0,0.006821022368967533,8.644348417874426e-05,0.00038308597868308425,1.467548571554289e-07,0.19753900170326233,0.30319851636886597,0.4421154856681824,0.6296803951263428,0.018309859154929577,0.04788732394366197,0.07323943661971831,0.13380281690140844,0.23591549295774647,0.701660131374468,0.8899682057772913,0.44134298232658886,1420,7.259116128097101,"[27, 23, 24, 25]"
Q28_Sub1,0.0,0.007279324345290661,9.80823315330781e-05,0.0003883684112224728,1.508300186969791e-07,0.18792010843753815,0.2826075255870819,0.4113926589488983,0.5987099409103394,0.023919753086419752,0.06944444444444445,0.12268518518518519,0.2507716049382716,0.3958333333333333,0.7477113758193406,0.8323532044093263,0.5423603876918203,1296,7.167809184316444,"[23, 19, 24, 18]"
Q28_Sub2,0.0,0.006494904402643442,8.730675472179428e-05,0.0003924878838006407,1.5404674513774808e-07,0.21268244087696075,0.33011525869369507,0.480380654335022,0.6719030737876892,0.016962220508866616,0.04471858134155744,0.07478797224363917,0.14032382420971473,0.2382420971472629,0.6943633688771342,0.890919170868615,0.5539827404234184,1297,7.168579897264035,"[23, 24, 27, 25]"
Q30_Sub4,1.0,0.008556135930120945,0.00012965592031832784,0.00044396286830306053,1.9710303433839726e-07,0.18413804471492767,0.26198920607566833,0.38454878330230713,0.5910486578941345,0.037076271186440676,0.0836864406779661,0.13347457627118645,0.23516949152542374,0.3601694915254237,0.7614528020816707,0.8263210261029328,0.48083398083398077,944,6.851184927493743,"[23, 18, 24, 27]"
Q31_Sub1,1.0,0.007537606172263622,7.307084160856903e-05,0.0003529969253577292,1.2460682796699984e-07,0.2295556664466858,0.3338783383369446,0.4631732106208801,0.6375625133514404,0.018011527377521614,0.05043227665706052,0.08717579250720461,0.17723342939481268,0.29250720461095103,0.7064305094819944,0.8738242077074814,0.5474463002448077,1388,7.236339342754344,"[21, 23, 24, 19]"
Q31_Sub3,1.0,0.0038455957546830177,8.414532931055874e-05,0.0003017508424818516,9.105356468808168e-08,0.1780310720205307,0.2824619710445404,0.4160296618938446,0.6099268198013306,0.027580071174377226,0.0693950177935943,0.12277580071174377,0.2411032028469751,0.37722419928825623,0.7508401189052499,0.8339120661283992,0.47999032532175795,1124,7.025538314638521,"[23, 24, 27, 18]"
Q33_Sub2,0.1,0.008977064862847328,7.815458229742944e-05,0.0003981617628596723,1.5853279933253361e-07,0.22097517549991608,0.3179211914539337,0.43938225507736206,0.6329206824302673,0.016791044776119403,0.043532338308457715,0.07213930348258707,0.13805970149253732,0.2493781094527363,0.6950149630877112,0.8898126807983409,0.426305007470388,1608,7.3833681469923835,"[23, 27, 25, 24]"
Q34_Sub1,0.0,0.009091371670365334,0.00015228515258058906,0.0005158347194083035,2.660854363512044e-07,0.21844200789928436,0.3213089406490326,0.4466762840747833,0.6230270862579346,0.037921348314606744,0.10674157303370786,0.18398876404494383,0.3300561797752809,0.4845505617977528,0.7746696200008188,0.7798477926186738,0.4855972968635463,712,6.569481420414296,"[23, 18, 27, 24]"
Q37_Sub1,0.05,0.0039050921332091093,7.619342795806006e-05,0.00028595980256795883,8.17730168023445e-08,0.18654371798038483,0.28462648391723633,0.4263416826725006,0.6677373647689819,0.02497687326549491,0.05272895467160037,0.08140610545790934,0.15818686401480112,0.2488436632747456,0.7156582146135396,0.8795142835042764,0.493886230728336,1081,6.9865664594064265,"[21, 24, 23, 25]"
Q38_Sub1,0.0,0.00526575930416584,0.00011682735930662602,0.00038164592115208507,1.4565360118012904e-07,0.1810496747493744,0.27191609144210815,0.3965158462524414,0.5951972603797913,0.03426791277258567,0.08515057113187954,0.14434060228452752,0.26272066458982346,0.3842159916926272,0.766487353664522,0.8186248263846498,0.5023883949715152,963,6.871091294610546,"[24, 21, 19, 23]"
Q39_Sub1,0.0,0.0043673221953213215,0.00013760337606072426,0.00041225110180675983,1.6995097951166827e-07,0.16965441405773163,0.2782318890094757,0.42526236176490784,0.654177188873291,0.03524804177545692,0.07963446475195822,0.1279373368146214,0.2310704960835509,0.3524804177545692,0.758001371381953,0.8303145441084503,0.4565826330532213,766,6.642486801367256,"[21, 24, 20, 18]"
Q40_Sub1,0.0,0.0037007813807576895,0.0001388615637551993,0.000383201171644032,1.4684313498491974e-07,0.13366979360580444,0.23205198347568512,0.3635093867778778,0.5814995765686035,0.04199772985244041,0.09648127128263337,0.1543700340522134,0.2724177071509648,0.4052213393870602,0.7851501858019828,0.8034872305478478,0.4525333048263364,881,6.782192056006791,"[21, 23, 24, 18]"
Q42_Sub4,1.0,0.004402498714625835,7.453351281583309e-05,0.00025680684484541416,6.594976298401889e-08,0.12184985727071762,0.17760972678661346,0.2679767906665802,0.43461722135543823,0.034274193548387094,0.0811491935483871,0.13205645161290322,0.2399193548387097,0.3623991935483871,0.7815716222285969,0.8291959112611822,0.3470795373780448,1984,7.59337419312129,"[24, 23, 25, 27]"
Q43_Sub1,1.0,0.007069575600326061,9.077815775526688e-05,0.0003639440983533859,1.3245531249594933e-07,0.2312057465314865,0.33522236347198486,0.471164733171463,0.6637090444564819,0.02699662542182227,0.0686164229471316,0.11136107986501688,0.2047244094488189,0.3295838020247469,0.7270929376517224,0.8503882994041352,0.4988290398126464,889,6.7912214627261855,"[23, 21, 24, 19]"
Q44_Sub1,0.0,0.008163388818502426,9.910092921927571e-05,0.0004187394224572927,1.7534270568830834e-07,0.27701619267463684,0.36641037464141846,0.49477633833885193,0.6762394309043884,0.02631578947368421,0.07268170426065163,0.12531328320802004,0.2531328320802005,0.40601503759398494,0.7290349157711689,0.8293807159699671,0.4813087341072415,798,6.683360945766275,"[23, 19, 18, 24]"
Q45_Sub1,0.0,0.0052396138198673725,9.495869016973302e-05,0.00036429695319384336,1.327122731709096e-07,0.2180887907743454,0.3443237841129303,0.48405924439430237,0.6752833127975464,0.023887079261672096,0.06188925081433225,0.10749185667752444,0.20521172638436483,0.33659066232356133,0.725631360034418,0.8523483236717908,0.5199384894977808,921,6.826545223556594,"[23, 19, 21, 24]"
Q45_Sub3,0.0,0.005226832814514637,7.346284110099077e-05,0.00029249911312945187,8.555573316471055e-08,0.16135716438293457,0.24473874270915985,0.3719097673892975,0.5926432609558105,0.022935779816513763,0.05045871559633028,0.08322411533420708,0.17038007863695936,0.32044560943643513,0.7296265534486562,0.8654646671631481,0.46058827126521135,1526,7.3310603052186325,"[23, 24, 27, 18]"
Q47_Sub2,0.15,0.009225308895111084,7.460523920599371e-05,0.00034426915226504207,1.1852125680889003e-07,0.16547875106334686,0.2592933475971222,0.37776386737823486,0.5722196102142334,0.019758507135016465,0.04884742041712404,0.08068057080131723,0.1619099890230516,0.2897914379802415,0.7209698823137931,0.8760956909505737,0.4230075591880588,1822,7.508238774678663,"[23, 27, 25, 24]"
Q51_Sub1,0.35,0.0062113297171890736,6.779500836273655e-05,0.00034145163954235613,1.1658921295065738e-07,0.23382189869880676,0.3540918529033661,0.4921572804450989,0.6769204139709473,0.014925373134328358,0.04051172707889126,0.07107320540156362,0.1457000710732054,0.2544420753375977,0.6857356906801929,0.8913601987005391,0.5242540150425191,1407,7.249925536717988,"[23, 24, 25, 27]"
Q54_Sub1,0.0,0.010158898308873177,0.00013338270946405828,0.0005172061501070857,2.675022301446006e-07,0.18492795526981354,0.26831990480422974,0.37351325154304504,0.5476818680763245,0.03157063930544594,0.07576953433307025,0.12075769534333071,0.22257300710339384,0.35359116022099446,0.753977675461864,0.8373983999884722,0.41744645633651306,1267,7.145196134997171,"[23, 24, 19, 27]"
Q57_Sub1,0.0,0.012115491554141045,0.00010316541738575324,0.0005140630528330803,2.6426084787090076e-07,0.21955159306526184,0.3352142572402954,0.5028161406517029,0.7230274677276611,0.01598721023181455,0.03677058353317346,0.058353317346123104,0.11191047162270183,0.20863309352517986,0.6714744744878405,0.9038144081933053,0.552579365079365,1251,7.132497551660044,"[23, 24, 27, 19]"
Q58_Sub1,0.0,0.007153399288654327,0.0001156250000349246,0.00041488217539153993,1.7212721559189958e-07,0.17579995095729828,0.2778748571872711,0.4181646704673767,0.6362625956535339,0.02810077519379845,0.06589147286821706,0.11143410852713179,0.20930232558139536,0.3449612403100775,0.7420569410100253,0.846601852040455,0.48840496968708363,1032,6.940222469119639,"[23, 24, 27, 19]"
Q59_Sub2,0.0,0.0061911288648843765,9.819336992222816e-05,0.0003846858744509518,1.4798322922615625e-07,0.21035920083522797,0.30358079075813293,0.41829460859298706,0.617521345615387,0.026881720430107527,0.06362007168458782,0.10483870967741936,0.1989247311827957,0.32616487455197135,0.7342659991831361,0.8526193772884614,0.45719208431743513,1116,7.018401799069201,"[27, 23, 18, 24]"
Q60_Sub1,0.0,0.004417894873768091,6.993753049755469e-05,0.00027776119532063603,7.715128447216557e-08,0.1971314549446106,0.29313555359840393,0.417186439037323,0.5980307459831238,0.025203252032520326,0.06991869918699187,0.12439024390243902,0.24308943089430896,0.38699186991869916,0.7463011428634885,0.833963294396423,0.4557414557414557,1230,7.115582126184454,"[23, 24, 18, 21]"
Q60_Sub2,0.1,0.0036210522521287203,0.00013305284664966166,0.0003756734950002283,1.4113058455222927e-07,0.12257426232099533,0.21280770003795624,0.3545960783958435,0.5635262131690979,0.03896103896103896,0.09090909090909091,0.15284715284715283,0.2947052947052947,0.4485514485514486,0.7882197838673105,0.7966075294132247,0.4565826330532213,1001,6.90975328164481,"[24, 21, 18, 19]"
Q61_Sub1,0.0,0.006581869907677174,0.00011007556167896837,0.0003549184475559741,1.259671051911937e-07,0.15748701989650726,0.23976872861385345,0.35449281334877014,0.5360080599784851,0.039377289377289376,0.0989010989010989,0.16758241758241757,0.315018315018315,0.4652014652014652,0.7881073008659204,0.7891427844883663,0.40105334135184884,1092,6.996681488176539,"[24, 23, 18, 21]"
Q61_Sub2,0.25,0.006482624914497137,7.962139352457598e-05,0.00031010399106889963,9.616448437554936e-08,0.15197069942951202,0.22950173914432526,0.31850844621658325,0.4820168614387512,0.030170049369171694,0.07789358200767965,0.13549094898518924,0.25891387822270984,0.4086670323642348,0.7716773978316367,0.8215524227871138,0.43587012269696607,1823,7.508787170634276,"[23, 24, 19, 18]"
Q62_Sub1,1.0,0.0037567962426692247,9.77792515186593e-05,0.0002744068915490061,7.52991482499965e-08,0.13642346858978271,0.22226348519325256,0.3518056273460388,0.5651508569717407,0.04225352112676056,0.09317443120260022,0.15059588299024917,0.27085590465872156,0.409534127843987,0.7853546861741753,0.8044612573002057,0.4443295208085279,923,6.828712071641684,"[24, 21, 23, 18]"
Q64_Sub1,0.0,0.0055702682584524155,6.865519389975816e-05,0.0002879765524994582,8.293049802432506e-08,0.18628981709480286,0.29348868131637573,0.42061465978622437,0.5991696119308472,0.021246458923512748,0.060906515580736544,0.10977337110481586,0.2273371104815864,0.37252124645892354,0.7370414841422973,0.8452472150087049,0.4565826330532213,1412,7.253470382684528,"[23, 21, 18, 24]"
Q64_Sub2,0.0,0.008031480945646763,0.00014012865722179413,0.0005061246338300407,2.56162138612126e-07,0.24701537191867828,0.3295452892780304,0.438686341047287,0.6244394779205322,0.035398230088495575,0.08723135271807839,0.13527180783817952,0.23514538558786346,0.3615676359039191,0.7492492179562307,0.8263148971625836,0.36904761904761907,791,6.674561391814426,"[23, 27, 18, 24]"
Q65_Sub1,0.0,0.007127284072339535,0.00012367403542157263,0.00046489149099215865,2.1612410705529328e-07,0.24300210177898407,0.3399864435195923,0.4555838704109192,0.6408436298370361,0.02976190476190476,0.08333333333333333,0.14404761904761904,0.2702380952380952,0.4119047619047619,0.7487227197053237,0.8184022017333621,0.48544266191325014,840,6.734591659972948,"[23, 19, 21, 24]"
Q65_Sub2,0.0,0.010163750499486923,0.0001540089288027957,0.000520071480423212,2.704743451431568e-07,0.1860087811946869,0.26598605513572693,0.3621986210346222,0.5362680554389954,0.041707080504364696,0.10572259941804074,0.17361784675072744,0.3142580019398642,0.47914645974781767,0.7876709354007358,0.7821634729850573,0.32965686274509803,1031,6.939253946041508,"[23, 24, 27, 34]"
Q66_Sub1,1.0,0.004475692752748728,0.0001037085967254825,0.0003289296291768551,1.0819469764555834e-07,0.17399631440639496,0.28082898259162903,0.40986892580986023,0.5997452735900879,0.035794183445190156,0.08612975391498881,0.14429530201342283,0.2662192393736018,0.40380313199105144,0.76869905897251,0.8130783699457884,0.36114187276977977,894,6.796823718274855,"[24, 23, 25, 18]"
Q66_Sub4,1.0,0.0027922498993575573,9.194103040499613e-05,0.0002195806591771543,4.8215667902695714e-08,0.07553501427173615,0.127821683883667,0.21042563021183014,0.38725003600120544,0.054268696227663796,0.1270681667769689,0.19788219722038386,0.3639973527465255,0.5340833884844474,0.8355940344772587,0.7470115682768523,0.30063809858330404,1511,7.321188556739478,"[25, 23, 24, 20]"
Q68_Sub1,1.0,0.004490378312766552,0.0001379970635753125,0.0004281850124243647,1.8334239371142758e-07,0.1836775541305542,0.29389238357543945,0.4268318712711334,0.6407960653305054,0.036616161616161616,0.08080808080808081,0.12878787878787878,0.2588383838383838,0.42045454545454547,0.7622131679863153,0.8159187596988724,0.5585721468074408,792,6.675823221634848,"[23, 24, 18, 19]"
Q69_Sub2,0.0,0.01066807471215725,0.00013970908185001463,0.0005300454795360565,2.80948228237321e-07,0.21314391493797302,0.2867031395435333,0.4001127779483795,0.5918676257133484,0.035789473684210524,0.08315789473684211,0.13052631578947368,0.23578947368421052,0.3642105263157895,0.753340818800192,0.8276114225852438,0.2991339107261825,950,6.85751406254539,"[23, 27, 18, 29]"
Q71_Sub2,1.0,0.008249643258750439,0.00010413122072350234,0.00042669809772633016,1.820712611788622e-07,0.22140179574489594,0.3072460889816284,0.4297434091567993,0.6078457236289978,0.02840352595494613,0.08031341821743389,0.13614103819784526,0.2654260528893242,0.43192948090107736,0.750387833227077,0.817191182202601,0.43032391856763147,1021,6.92951677076365,"[23, 19, 24, 18]"
Q72_Sub2,0.2,0.0033589669037610292,4.607666051015258e-05,0.00015798125241417438,2.495807827074259e-08,0.12195504456758499,0.18758061528205872,0.2718059718608856,0.43596142530441284,0.036418816388467376,0.10976226605968639,0.19372787051087506,0.36924633282751645,0.5402124430955993,0.8087533576490147,0.7639652361005158,0.32982933615845006,1977,7.589841512182657,"[23, 24, 25, 18]"
Q73_Sub2,0.0,0.0072449794970452785,0.00014336705498863012,0.0005339785129763186,2.8513306915556313e-07,0.19373545050621033,0.2991626560688019,0.4275690019130707,0.6426638960838318,0.025830258302583026,0.06273062730627306,0.11162361623616236,0.20940959409594095,0.32011070110701106,0.7357125495909783,0.8529738522450898,0.4714370596723538,1084,6.98933526597456,"[27, 23, 29, 25]"
Q75_Sub2,0.45,0.0084806764498353,8.247359801316634e-05,0.00033734628232195973,1.1380251407899777e-07,0.1900443732738495,0.25963687896728516,0.35606279969215393,0.5317428708076477,0.030714285714285715,0.08285714285714285,0.1457142857142857,0.2835714285714286,0.44357142857142856,0.7674976977728981,0.8098116549846979,0.4805175331491121,1400,7.244941546337007,"[24, 19, 23, 18]"
Q77_Sub2,1.0,0.003843334037810564,9.17828074307181e-05,0.00029336620355024934,8.606372858821487e-08,0.12845630943775177,0.2140803188085556,0.3229599893093109,0.509767472743988,0.0350109409190372,0.08096280087527352,0.12545587162654998,0.22027716994894236,0.34062727935813275,0.7712051666266804,0.8351949492959787,0.4198919678371733,1371,7.22402480828583,"[27, 23, 24, 18]"
Q78_Sub2,0.0,0.0268363319337368,8.640814485261217e-05,0.0006263707182370126,3.923402687178168e-07,0.2197471261024475,0.2572835385799408,0.307942271232605,0.3875676095485687,0.0649616368286445,0.1989769820971867,0.3202046035805627,0.5135549872122762,0.6726342710997443,0.8093921307272386,0.6656521570877763,0.23102827993773134,1955,7.578656850594762,"[34, 23, 24, 35]"
Q79_Sub1,0.05,0.00798511691391468,0.00011564540909603238,0.00043803558219224215,1.9187515931662347e-07,0.2393682897090912,0.3315647542476654,0.4596540927886963,0.6643341183662415,0.03209242618741977,0.07702182284980745,0.12836970474967907,0.24261874197689345,0.38767650834403083,0.7420914571718482,0.82701127136336,0.5002970885323826,779,6.659293919683638,"[24, 18, 23, 19]"
Q80_Sub1,0.05,0.0058680069632828236,8.121749851852655e-05,0.0003001595032401383,9.009572465856763e-08,0.19623006880283356,0.2825504541397095,0.39985978603363037,0.5711578726768494,0.03076923076923077,0.09592760180995476,0.17194570135746606,0.3221719457013575,0.4805429864253394,0.7738424184189748,0.7902455815002563,0.5103415103415103,1105,7.00850518208228,"[23, 19, 24, 18]"
Q80_Sub2,0.1,0.006107422523200512,9.470859367866069e-05,0.0003391103819012642,1.1499585639285215e-07,0.15889470279216766,0.23339366912841797,0.3480399549007416,0.5276631712913513,0.030534351145038167,0.08119361554476058,0.13879250520471895,0.2512144344205413,0.3754337265787647,0.7685076736456355,0.8265147777824735,0.4795912908575402,1441,7.273786317844895,"[24, 23, 27, 21]"
Q80_Sub3,0.0,0.008024300448596478,0.00012656953185796738,0.00046985707012936473,2.2076565642237256e-07,0.18568763136863708,0.2740664482116699,0.378982812166214,0.5501902103424072,0.032025620496397116,0.08406725380304243,0.14251401120896717,0.2722177742193755,0.41393114491593275,0.7664310422197276,0.815272197571727,0.40863700722855656,1249,7.1308988302963465,"[19, 23, 27, 24]"
Q81_Sub1,0.6,0.00862851645797491,0.0001106017516576685,0.0004128924629185349,1.7048017753040767e-07,0.17468681931495667,0.25325116515159607,0.36185750365257263,0.5613914132118225,0.03049257232212666,0.0727130570758405,0.11727912431587177,0.2220484753713839,0.3565285379202502,0.7549731359401136,0.838306262382629,0.44231148329508985,1279,7.154615356913663,"[23, 24, 27, 19]"
Q82_Sub1,0.0,0.005215148441493511,9.956276335287839e-05,0.00034714851062744856,1.2051209807850682e-07,0.16370578110218048,0.2542048990726471,0.3629154562950134,0.5382131338119507,0.03255813953488372,0.08449612403100776,0.14186046511627906,0.2596899224806202,0.39069767441860465,0.7706239481366914,0.8189571476778836,0.4668880837359098,1290,7.1631723908466425,"[24, 21, 23, 19]"
