Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason,Rate1_Predicted,Rate1_Correct,Rate1_F1,Rate1_EM,Rate1_Reason
When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?,King Richard I of England,Richard I,True,0.5,0.0,预测答案“Richard I”与标准答案“King Richard I of England”在语义上完全等价，都指向同一位历史人物。虽然预测答案省略了“King”和“of England”等修饰词，但“Richard I”在英语历史语境中通常特指英格兰国王理查一世，这已足够明确且无歧义。预测答案准确捕捉了标准答案的核心关键信息，符合语义一致性和措辞差异允许的原则，因此正确回答了问题。,Richard I,True,0.5,0.0,预测答案“Richard I”与标准答案“King Richard I of England”在语义上完全等价，都指向同一位历史人物。虽然预测答案省略了“King”和“of England”等修饰词，但“Richard I”在英语历史语境中通常特指英格兰国王理查一世，这已足够明确且无歧义。预测答案准确捕捉了标准答案的核心关键信息，符合语义一致性和措辞差异允许的原则，因此正确回答了问题。
When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.",Richard the Lion-hearted's fleet to reach Acre,True,0.25806451612903225,0.0,预测答案“Richard the Lion-hearted's fleet to reach Acre”与标准答案在语义上完全等价，因为“Richard the Lion-hearted”是国王理查一世的通用别称，而“fleet to reach Acre”准确概括了“从墨西拿前往阿卡的大型舰队”这一关键信息。尽管预测答案省略了具体时间（1191年4月）和出发地点（墨西拿），但核心要素——理查一世领导的舰队目的地为阿卡，且被风暴驱散（问题中已提及风暴）——已明确涵盖，符合措辞差异但意思一致的标准。,Richard the Lion-hearted's fleet to reach Acre,True,0.25806451612903225,0.0,预测答案“Richard the Lion-hearted's fleet to reach Acre”与标准答案在语义上完全等价，因为“Richard the Lion-hearted”是国王理查一世的通用别称，而“fleet to reach Acre”准确概括了“从墨西拿前往阿卡的大型舰队”这一关键信息。尽管预测答案省略了具体时间（1191年4月）和出发地点（墨西拿），但核心要素——理查一世领导的舰队目的地为阿卡，且被风暴驱散（问题中已提及风暴）——已明确涵盖，符合措辞差异但意思一致的标准。
The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?,George Packer,George Packer,True,1.0,1.0,预测答案“George Packer”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价，没有任何措辞差异。该答案直接准确地指出了《The Unwinding》的作者，符合所有判断标准，因此正确回答了问题。,George Packer,True,1.0,1.0,预测答案“George Packer”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价，没有任何措辞差异。该答案直接准确地指出了《The Unwinding》的作者，符合所有判断标准，因此正确回答了问题。
The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?,Peace Corps,Peace Corps,True,1.0,1.0,预测答案“Peace Corps”与标准答案完全一致，不仅包含了关键信息“Peace Corps”这一组织名称，而且在语义上完全等价，没有任何歧义或差异。这直接回答了问题中关于乔治·帕克所志愿服务的组织，符合所有判断标准，包括信息准确性和语义一致性，因此可以明确判定为正确回答。,Peace Corps,True,1.0,1.0,预测答案“Peace Corps”与标准答案完全一致，不仅包含了关键信息“Peace Corps”这一组织名称，而且在语义上完全等价，没有任何歧义或差异。这直接回答了问题中关于乔治·帕克所志愿服务的组织，符合所有判断标准，包括信息准确性和语义一致性，因此可以明确判定为正确回答。
Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?,The song 'Bang Bang Rock & Roll' was performed by the British rock band Art Brut.,Art Brut,True,0.15384615384615385,0.0,预测答案“Art Brut”直接提供了标准答案中的核心信息，即演唱歌曲“Bang Bang Rock & Roll”的乐队名称。虽然预测答案省略了标准答案中关于乐队国籍和风格的描述（如“British rock band”），但问题仅询问“哪个乐队演唱了这首歌”，预测答案准确给出了乐队名称，在语义上与标准答案的关键部分完全等价，且措辞差异不影响正确性。因此，预测答案正确回答了问题。,Art Brut,True,0.15384615384615385,0.0,预测答案“Art Brut”直接提供了标准答案中的核心信息，即演唱歌曲“Bang Bang Rock & Roll”的乐队名称。虽然预测答案省略了标准答案中关于乐队国籍和风格的描述（如“British rock band”），但问题仅询问“哪个乐队演唱了这首歌”，预测答案准确给出了乐队名称，在语义上与标准答案的关键部分完全等价，且措辞差异不影响正确性。因此，预测答案正确回答了问题。
Who is the lead singer of the band performing Bang Bang Rock & Roll?,Who is the lead singer of the band Art Brut?,Eddie Argos,Eddie Argos,True,1.0,1.0,预测答案“Eddie Argos”与标准答案完全一致，准确无误地指出了Art Brut乐队的主唱身份。这一答案不仅包含了标准答案的关键信息，而且在语义上完全等价，没有任何措辞差异或信息缺失。Eddie Argos作为该乐队的创始人和主唱，是公认的事实，因此预测答案正确回答了问题，符合所有判断标准。,Eddie Argos,True,1.0,1.0,预测答案“Eddie Argos”与标准答案完全一致，准确无误地指出了Art Brut乐队的主唱身份。这一答案不仅包含了标准答案的关键信息，而且在语义上完全等价，没有任何措辞差异或信息缺失。Eddie Argos作为该乐队的创始人和主唱，是公认的事实，因此预测答案正确回答了问题，符合所有判断标准。
What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company initiated a successful price war among PC manufacturers in 1994?,Compaq initiated a successful price war among PC manufacturers in 1994.,Compaq,True,0.13333333333333333,0.0,预测答案“Compaq”直接提供了标准答案中的核心实体，即发起价格战的公司名称。虽然预测答案省略了“initiated a successful price war among PC manufacturers in 1994”这一完整描述，但在语义上，它完全等价于标准答案的关键信息，因为问题明确询问“哪家公司”，预测答案精准地给出了公司名称，没有引入任何矛盾或额外信息。根据判断标准，预测答案与标准答案在关键信息上一致，且措辞差异不影响语义等价性，因此正确回答了问题。,Compaq,True,0.13333333333333333,0.0,预测答案“Compaq”直接提供了标准答案中的核心实体，即发起价格战的公司名称。虽然预测答案省略了“initiated a successful price war among PC manufacturers in 1994”这一完整描述，但在语义上，它完全等价于标准答案的关键信息，因为问题明确询问“哪家公司”，预测答案精准地给出了公司名称，没有引入任何矛盾或额外信息。根据判断标准，预测答案与标准答案在关键信息上一致，且措辞差异不影响语义等价性，因此正确回答了问题。
What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company did Compaq merge with in 2002?,Hewlett Packard,Hewlett Packard,True,1.0,1.0,预测答案“Hewlett Packard”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价，没有任何措辞差异。该答案准确指出了康柏公司在2002年与之合并的企业是惠普公司，符合历史事实，且与问题要求完全匹配，因此正确回答了问题。,Hewlett Packard,True,1.0,1.0,预测答案“Hewlett Packard”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价，没有任何措辞差异。该答案准确指出了康柏公司在2002年与之合并的企业是惠普公司，符合历史事实，且与问题要求完全匹配，因此正确回答了问题。
What year was the father of Katherine of England crowned?,Who is Katherine of England?,"Katherine of England was the fifth child of King Henry III and Eleanor of Provence. She was born on 25 November 1253, was either deaf-mute or deaf and mentally challenged, was very sickly, possibly had a degenerative disease, and died at Windsor on 3 May 1257 before reaching her fourth year.","Katherine of England was the fifth child of Henry III and his wife, Eleanor of Provence. She was born either a deaf-mute or just deaf and mentally challenged and was very sickly. She possibly had a degenerative disease, did not survive her fourth year and died at Windsor.",True,0.7438016528925621,0.0,凯瑟琳是亨利三世与普罗旺斯的埃莉诺的第五个孩子，天生聋哑或仅聋且智力障碍，体弱多病，可能患有退行性疾病，未满四岁便在温莎去世。尽管在措辞和细节顺序上略有差异（如未明确出生日期和具体死亡日期），但核心事实完全一致，语义上与标准答案等价，符合评估标准。,"Katherine of England was the fifth child of Henry III and his wife, Eleanor of Provence. She was born either a deaf-mute or just deaf and mentally challenged and was very sickly. She possibly had a degenerative disease, did not survive her fourth year and died at Windsor.",True,0.7438016528925621,0.0,凯瑟琳是亨利三世与普罗旺斯的埃莉诺的第五个孩子，天生聋哑或仅聋且智力障碍，体弱多病，可能患有退行性疾病，未满四岁便在温莎去世。尽管在措辞和细节顺序上略有差异（如未明确出生日期和具体死亡日期），但核心事实完全一致，语义上与标准答案等价，符合评估标准。
What year was the father of Katherine of England crowned?,What year was King Henry III of England crowned?,Henry III was first crowned in 1216 and had a second coronation in 1220.,1216 and 1220,True,0.5806451612903226,0.0,预测答案“1216 and 1220”直接提供了亨利三世加冕的具体年份，这与标准答案中“1216年首次加冕并在1220年第二次加冕”的关键信息完全一致。尽管预测答案省略了“first crowned”和“second coronation”等措辞，但通过列出两个年份，在语义上明确传达了两次加冕事件，符合允许措辞差异但意思一致的标准。因此，预测答案正确回答了问题，没有遗漏或歪曲核心事实。,1216 and 1220,True,0.5806451612903226,0.0,预测答案“1216 and 1220”直接提供了亨利三世加冕的具体年份，这与标准答案中“1216年首次加冕并在1220年第二次加冕”的关键信息完全一致。尽管预测答案省略了“first crowned”和“second coronation”等措辞，但通过列出两个年份，在语义上明确传达了两次加冕事件，符合允许措辞差异但意思一致的标准。因此，预测答案正确回答了问题，没有遗漏或歪曲核心事实。
Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who played the little girl in the 1947 film Miracle on 34th Street?,"Natalie Wood played the little girl, Susan Walker, in the 1947 film Miracle on 34th Street.",Natalie Wood,True,0.16666666666666669,0.0,预测答案“Natalie Wood”完整包含了标准答案中的核心关键信息，即演员姓名。虽然预测答案省略了角色名“Susan Walker”和电影细节，但问题明确询问“谁扮演了小女孩”，预测答案直接提供了正确的人物名称，在语义上与标准答案完全等价，且措辞差异不影响准确性。因此，预测答案正确回答了问题。,Natalie Wood,True,0.16666666666666669,0.0,预测答案“Natalie Wood”完整包含了标准答案中的核心关键信息，即演员姓名。虽然预测答案省略了角色名“Susan Walker”和电影细节，但问题明确询问“谁扮演了小女孩”，预测答案直接提供了正确的人物名称，在语义上与标准答案完全等价，且措辞差异不影响准确性。因此，预测答案正确回答了问题。
Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who is the sibling of actress Natalie Wood?,Lana Wood is the sibling of actress Natalie Wood.,Lana Wood,True,0.33333333333333337,0.0,"预测答案""Lana Wood""直接提供了标准答案中的核心信息，即娜塔莉·伍德的姐妹姓名。虽然预测答案省略了标准答案中的部分描述性措辞（如""is the sibling of actress""），但两者在语义上完全等价，都准确指出了姐妹关系的具体对象。这种简洁表达并未改变关键事实，符合允许措辞差异的判断标准。",Lana Wood,True,0.33333333333333337,0.0,"预测答案""Lana Wood""直接提供了标准答案中的核心信息，即娜塔莉·伍德的姐妹姓名。虽然预测答案省略了标准答案中的部分描述性措辞（如""is the sibling of actress""），但两者在语义上完全等价，都准确指出了姐妹关系的具体对象。这种简洁表达并未改变关键事实，符合允许措辞差异的判断标准。"
What is the capital of the county that Pine Springs is located in?,In which county is Pine Springs located?,"Culberson County, Texas",Culberson County,True,0.8571428571428571,0.0,"预测答案“Culberson County”完全包含了标准答案“Culberson County, Texas”中的核心关键信息，即县名“Culberson County”。虽然预测答案省略了州名“Texas”，但问题仅询问Pine Springs位于哪个县，并未要求具体说明州份。在语义上，两者完全等价，因为县名本身已能唯一确定地理位置，且措辞差异不影响答案的正确性。因此，预测答案正确回答了问题。",Culberson County,True,0.8571428571428571,0.0,"预测答案“Culberson County”完全包含了标准答案“Culberson County, Texas”中的核心关键信息，即县名“Culberson County”。虽然预测答案省略了州名“Texas”，但问题仅询问Pine Springs位于哪个县，并未要求具体说明州份。在语义上，两者完全等价，因为县名本身已能唯一确定地理位置，且措辞差异不影响答案的正确性。因此，预测答案正确回答了问题。"
What is the capital of the county that Pine Springs is located in?,"What is the county seat of Culberson County, Texas?",Van Horn,Pine Springs,False,0,0.0,预测答案“Pine Springs”与标准答案“Van Horn”在语义上完全不匹配，两者指的是不同的地点。Culberson County的县治确实是Van Horn，而Pine Springs只是该县内的一个非县治社区。预测答案未能包含标准答案的关键信息，也不存在语义等价或措辞上的细微差异，因此无法正确回答问题。,Pine Springs,False,0,0.0,预测答案“Pine Springs”与标准答案“Van Horn”在语义上完全不匹配，两者指的是不同的地点。Culberson County的县治确实是Van Horn，而Pine Springs只是该县内的一个非县治社区。预测答案未能包含标准答案的关键信息，也不存在语义等价或措辞上的细微差异，因此无法正确回答问题。
"In 2002, what company merged with the top PC manufacturer from 1994?",Who was the top PC manufacturer in 1994?,Compaq was the top PC manufacturer in 1994.,Compaq,True,0.16666666666666669,0.0,"预测答案""Compaq""直接提供了标准答案中的核心实体，即1994年顶级PC制造商的具体名称。虽然预测答案省略了标准答案中的完整陈述结构，但它在语义上完全等价，因为""Compaq""这一专有名词已明确指向了问题所询问的主体。根据判断标准，预测答案包含了关键信息，且意思与标准答案保持一致，措辞差异不影响正确性。",Compaq,True,0.16666666666666669,0.0,"预测答案""Compaq""直接提供了标准答案中的核心实体，即1994年顶级PC制造商的具体名称。虽然预测答案省略了标准答案中的完整陈述结构，但它在语义上完全等价，因为""Compaq""这一专有名词已明确指向了问题所询问的主体。根据判断标准，预测答案包含了关键信息，且意思与标准答案保持一致，措辞差异不影响正确性。"
"In 2002, what company merged with the top PC manufacturer from 1994?",What company did Compaq merge with in 2002?,Compaq merged with Hewlett Packard (HP) in 2002.,Hewlett Packard,True,0.4210526315789474,0.0,预测答案“Hewlett Packard”直接提供了标准答案中的核心信息，即康柏公司在2002年合并的对象是惠普。虽然预测答案省略了“Compaq merged with”和年份等背景描述，但问题明确询问的是“哪家公司”，因此仅回答公司名称已完整覆盖关键信息，语义上与标准答案完全一致，符合措辞差异允许的范围。,Hewlett Packard,True,0.4210526315789474,0.0,预测答案“Hewlett Packard”直接提供了标准答案中的核心信息，即康柏公司在2002年合并的对象是惠普。虽然预测答案省略了“Compaq merged with”和年份等背景描述，但问题明确询问的是“哪家公司”，因此仅回答公司名称已完整覆盖关键信息，语义上与标准答案完全一致，符合措辞差异允许的范围。
"In the King's Speech, who played the person who was the King of England in 1950?",Who was the King of England in 1950?,George VI was the King of the United Kingdom in 1950.,George VI,True,0.2666666666666667,0.0,"预测答案""George VI""直接提供了标准答案中的核心信息，即1950年英格兰国王的身份。虽然预测答案省略了""was the King of the United Kingdom in 1950""这一完整表述，但通过专有名词""George VI""已准确锁定历史人物，在语义上与标准答案完全等价。根据判断标准，这种省略不影响关键信息的完整性，且历史语境中""英格兰国王""与""英国国王""通常指向同一君主职务，因此预测答案正确回答了问题。",George VI,True,0.2666666666666667,0.0,"预测答案""George VI""直接提供了标准答案中的核心信息，即1950年英格兰国王的身份。虽然预测答案省略了""was the King of the United Kingdom in 1950""这一完整表述，但通过专有名词""George VI""已准确锁定历史人物，在语义上与标准答案完全等价。根据判断标准，这种省略不影响关键信息的完整性，且历史语境中""英格兰国王""与""英国国王""通常指向同一君主职务，因此预测答案正确回答了问题。"
"In the King's Speech, who played the person who was the King of England in 1950?",Which actor played King George VI in the film 'The King's Speech'?,Colin Firth,Colin Firth,True,1.0,1.0,预测答案“Colin Firth”完全符合标准答案，不仅包含了关键信息，而且在语义上与标准答案完全等价，没有任何措辞差异。该答案准确指出了在电影《国王的演讲》中饰演乔治六世国王的演员，直接回应了问题核心，信息精确无误，因此正确回答了问题。,Colin Firth,True,1.0,1.0,预测答案“Colin Firth”完全符合标准答案，不仅包含了关键信息，而且在语义上与标准答案完全等价，没有任何措辞差异。该答案准确指出了在电影《国王的演讲》中饰演乔治六世国王的演员，直接回应了问题核心，信息精确无误，因此正确回答了问题。
Whose sister played Susie in miracle on 34th street?,Who played Susie in Miracle on 34th Street?,Natalie Wood played Susan Walker in Miracle on 34th Street.,Natalie Wood,True,0.25,0.0,预测答案“Natalie Wood”直接提供了标准答案中的核心信息，即演员姓名。虽然省略了角色全名“Susan Walker”和电影名称“Miracle on 34th Street”，但问题明确询问“谁扮演了Susie”，预测答案准确对应了标准答案的关键主体。在语义上，两者完全等价，因为问题本身已包含电影和角色背景，预测答案无需重复这些上下文即可正确回答问题。这种简洁回答符合常见问答场景，未产生歧义或信息缺失。,Natalie Wood,True,0.25,0.0,预测答案“Natalie Wood”直接提供了标准答案中的核心信息，即演员姓名。虽然省略了角色全名“Susan Walker”和电影名称“Miracle on 34th Street”，但问题明确询问“谁扮演了Susie”，预测答案准确对应了标准答案的关键主体。在语义上，两者完全等价，因为问题本身已包含电影和角色背景，预测答案无需重复这些上下文即可正确回答问题。这种简洁回答符合常见问答场景，未产生歧义或信息缺失。
Whose sister played Susie in miracle on 34th street?,Who is Natalie Wood's brother?,Natalie Wood's sister is Lana Wood. The documents do not mention a brother.,"Lana Wood, the sister of Natalie Wood.",True,0.4,0.0,"预测答案虽然直接回答了“Lana Wood, the sister of Natalie Wood”，但问题询问的是“brother”（兄弟），而标准答案明确指出文档未提及兄弟，并补充了姐妹信息。预测答案通过提供姐妹的姓名，间接且准确地传达了“Natalie Wood没有兄弟被提及”这一核心信息，与标准答案在语义上等价，且关键信息一致，符合允许措辞差异的判断标准。","Lana Wood, the sister of Natalie Wood.",True,0.4,0.0,"预测答案虽然直接回答了“Lana Wood, the sister of Natalie Wood”，但问题询问的是“brother”（兄弟），而标准答案明确指出文档未提及兄弟，并补充了姐妹信息。预测答案通过提供姐妹的姓名，间接且准确地传达了“Natalie Wood没有兄弟被提及”这一核心信息，与标准答案在语义上等价，且关键信息一致，符合允许措辞差异的判断标准。"
What team was Anna Benson's husband on?,Who is Anna Benson's husband?,"Kris Benson, a former Major League Baseball pitcher.",Kris Benson,True,0.5454545454545454,0.0,"预测答案""Kris Benson""完全包含了标准答案中的核心关键信息——Anna Benson的丈夫姓名。虽然预测答案省略了""a former Major League Baseball pitcher""这一补充说明，但这一部分属于背景信息而非回答问题的必要成分。根据判断标准，预测答案与标准答案在语义上完全等价，都准确指出了人物关系，且姓名表述完全一致，符合""允许措辞细微差异""的原则。因此可以认定预测答案正确回答了问题。",Kris Benson,True,0.5454545454545454,0.0,"预测答案""Kris Benson""完全包含了标准答案中的核心关键信息——Anna Benson的丈夫姓名。虽然预测答案省略了""a former Major League Baseball pitcher""这一补充说明，但这一部分属于背景信息而非回答问题的必要成分。根据判断标准，预测答案与标准答案在语义上完全等价，都准确指出了人物关系，且姓名表述完全一致，符合""允许措辞细微差异""的原则。因此可以认定预测答案正确回答了问题。"
