Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason,Rate1_Predicted,Rate1_Correct,Rate1_F1,Rate1_EM,Rate1_Reason
When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?,King Richard I of England,"John, King of England",False,0.6,0.0,"预测答案“John, King of England”与标准答案“King Richard I of England”在关键信息上完全不一致。历史记载中，威廉·德·朗香普（William de Longchamp）是理查一世（狮心王）统治时期的英格兰大法官和重要顾问，深受理查一世信任，而非其弟弟约翰国王。预测答案在语义上不成立，因为它指向了错误的历史人物和时期，无法正确回答关于威廉·德·朗香普受哪位国王信任的问题。",Richard I,True,0.5,0.0,预测答案“Richard I”与标准答案“King Richard I of England”在语义上完全等价，都指向同一位历史人物。虽然预测答案省略了“King”和“of England”这些修饰词，但“Richard I”在英语历史语境中通常特指英格兰国王理查一世，其关键身份信息已明确涵盖。这种措辞差异不影响答案的准确性，且核心内容与标准答案一致，因此正确回答了问题。
When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.","Richard I's fleet in April 1191, which he left Messina with in order to reach Acre.",True,0.6363636363636365,0.0,明确指出是理查一世在1191年4月率领的舰队，从墨西拿出发前往阿卡，且该舰队在风暴中分散。虽然预测答案未明确提及“被风暴驱散”这一细节，但通过上下文“which he left Messina with in order to reach Acre”暗示了航程中的事件，与标准答案的语义基本一致，符合允许措辞差异但意思保持相同的评估标准。,Richard the Lion-hearted's fleet to reach Acre,True,0.25806451612903225,0.0,预测答案“Richard the Lion-hearted's fleet to reach Acre”与标准答案在语义上完全等价，因为“Richard the Lion-hearted”是国王理查一世的别称，而“fleet to reach Acre”准确描述了从墨西拿前往阿卡的海军远征，且标准答案中明确指出舰队在风暴中分散，预测答案虽未直接提及风暴，但通过上下文可推断其指代同一事件，关键信息一致且无矛盾。
The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?,George Packer,George Packer,True,1.0,1.0,预测答案“George Packer”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价，没有任何措辞差异。这直接准确地回答了问题“Who is the author of The Unwinding?”，表明预测答案正确识别了该书的作者身份，符合所有判断标准，无需进一步解释或修正。,George Packer,True,1.0,1.0,预测答案“George Packer”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价，没有任何措辞差异。这直接准确地回答了问题“Who is the author of The Unwinding?”，表明预测答案正确识别了该书的作者身份，符合所有判断标准，无需进一步解释或修正。
The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?,Peace Corps,Peace Corps,True,1.0,1.0,预测答案“Peace Corps”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价。该答案直接、准确地指出了乔治·帕克曾志愿服务的组织名称，没有任何措辞差异或信息缺失，完全符合问题要求。因此，预测答案正确地回答了问题，无需任何修改或补充。,Peace Corps,True,1.0,1.0,预测答案“Peace Corps”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价。该答案直接、准确地指出了乔治·帕克曾志愿服务的组织名称，没有任何措辞差异或信息缺失，完全符合问题要求。因此，预测答案正确地回答了问题，无需任何修改或补充。
Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?,The song 'Bang Bang Rock & Roll' was performed by the British rock band Art Brut.,Art Brut,True,0.15384615384615385,0.0,预测答案“Art Brut”直接提供了标准答案中的核心信息，即演唱歌曲“Bang Bang Rock & Roll”的乐队名称。虽然预测答案省略了标准答案中关于乐队国籍和风格的描述（如“British rock band”），但问题仅询问“哪个乐队演唱了这首歌”，因此乐队名称本身已足够准确回答。预测答案与标准答案在语义上完全等价，且措辞差异不影响关键信息的正确性，符合判断标准。,Art Brut,True,0.15384615384615385,0.0,预测答案“Art Brut”直接提供了标准答案中的核心信息，即演唱歌曲“Bang Bang Rock & Roll”的乐队名称。虽然预测答案省略了标准答案中关于乐队国籍和风格的描述（如“British rock band”），但问题仅询问“哪个乐队演唱了这首歌”，因此乐队名称本身已足够准确回答。预测答案与标准答案在语义上完全等价，且措辞差异不影响关键信息的正确性，符合判断标准。
Who is the lead singer of the band performing Bang Bang Rock & Roll?,Who is the lead singer of the band Art Brut?,Eddie Argos,Eddie Argos,True,1.0,1.0,预测答案“Eddie Argos”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价，没有任何措辞差异。这直接准确地回答了关于Art Brut乐队主唱身份的问题，符合所有判断标准，因此是正确的。,Eddie Argos,True,1.0,1.0,预测答案“Eddie Argos”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价，没有任何措辞差异。这直接准确地回答了关于Art Brut乐队主唱身份的问题，符合所有判断标准，因此是正确的。
What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company initiated a successful price war among PC manufacturers in 1994?,Compaq initiated a successful price war among PC manufacturers in 1994.,Compaq,True,0.13333333333333333,0.0,"预测答案""Compaq""直接提供了标准答案中的核心实体，即发起价格战的公司名称。虽然预测答案比标准答案更简洁，但它在语义上完全等价，因为标准答案的关键信息就是""Compaq""这一主体。预测答案准确抓住了问题的核心——询问哪家公司，因此正确回答了问题，符合所有判断标准。",Compaq,True,0.13333333333333333,0.0,"预测答案""Compaq""直接提供了标准答案中的核心实体，即发起价格战的公司名称。虽然预测答案比标准答案更简洁，但它在语义上完全等价，因为标准答案的关键信息就是""Compaq""这一主体。预测答案准确抓住了问题的核心——询问哪家公司，因此正确回答了问题，符合所有判断标准。"
What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company did Compaq merge with in 2002?,Hewlett Packard,Hewlett-Packard,True,0.4444444444444445,0.0,"预测答案""Hewlett-Packard""与标准答案""Hewlett Packard""在语义上完全等价，两者均指代同一家科技公司（HP）。尽管存在连字符的细微拼写差异，但这属于常见的公司名称变体，不影响核心信息的准确性。预测答案明确包含了关键信息""惠普公司""，正确反映了2002年康柏与惠普合并的历史事实，符合语义一致性和信息完整性的要求。",Hewlett Packard,True,1.0,1.0,预测答案“Hewlett Packard”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价，没有任何措辞差异。这直接准确地回答了关于康柏公司在2002年合并对象的问题，符合所有判断标准，包括信息完整性和语义一致性。
What year was the father of Katherine of England crowned?,Who is Katherine of England?,"Katherine of England was the fifth child of King Henry III and Eleanor of Provence. She was born on 25 November 1253, was either deaf-mute or deaf and mentally challenged, was very sickly, possibly had a degenerative disease, and died at Windsor on 3 May 1257 before reaching her fourth year.","Katherine of England was the fifth child of Henry III and his wife, Eleanor of Provence. She was born either a deaf-mute or just deaf and mentally challenged and was very sickly. She possibly had a degenerative disease, did not survive her fourth year and died at Windsor.",True,0.7438016528925621,0.0,凯瑟琳是亨利三世和普罗旺斯的埃莉诺的第五个孩子，天生聋哑或仅耳聋且智力障碍，体弱多病，可能患有退行性疾病，未满四岁便在温莎去世。尽管措辞略有调整（如“did not survive her fourth year”替代“died before reaching her fourth year”），但语义完全等价，核心事实（出生背景、健康状况、早夭）均保持一致，无信息遗漏或矛盾。,"Katherine of England was the fifth child of Henry III and his wife, Eleanor of Provence. She was born either a deaf-mute or just deaf and mentally challenged and was very sickly. She possibly had a degenerative disease, did not survive her fourth year and died at Windsor.",True,0.7438016528925621,0.0,凯瑟琳是亨利三世和普罗旺斯的埃莉诺的第五个孩子，天生聋哑或仅耳聋且智力障碍，体弱多病，可能患有退行性疾病，未满四岁便在温莎去世。尽管措辞略有调整（如“did not survive her fourth year”替代“died before reaching her fourth year”），但语义完全等价，核心事实（出生背景、健康状况、早夭）均保持一致，无信息遗漏或矛盾。
What year was the father of Katherine of England crowned?,What year was King Henry III of England crowned?,Henry III was first crowned in 1216 and had a second coronation in 1220.,1216,True,0.24000000000000002,0.0,"预测答案""1216""直接对应了标准答案中""first crowned in 1216""这一关键信息。虽然标准答案还提及了第二次加冕的1220年，但问题询问的是""King Henry III of England crowned""（英格兰国王亨利三世加冕的年份），预测答案准确提供了首次加冕的核心年份，在语义上与标准答案的部分关键信息完全等价，且未包含与标准答案相矛盾的内容。因此，预测答案正确回答了问题的主要部分。",1216 and 1220,True,0.5806451612903226,0.0,预测答案“1216 and 1220”完全包含了标准答案中的关键信息，即亨利三世在1216年首次加冕，并在1220年进行了第二次加冕。尽管预测答案以简洁的数字形式呈现，省略了具体描述，但其语义与标准答案完全等价，准确回答了问题所询问的加冕年份。这种措辞差异不影响核心信息的传递，因此预测答案正确。
Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who played the little girl in the 1947 film Miracle on 34th Street?,"Natalie Wood played the little girl, Susan Walker, in the 1947 film Miracle on 34th Street.",Maureen O'Hara,False,0,0.0,预测答案“Maureen O'Hara”与标准答案“Natalie Wood”在关键信息上完全不一致。Maureen O'Hara在电影《34街的奇迹》中饰演的是成年女性角色（母亲），而非标准答案中指定的“小女孩”Susan Walker。预测答案未能包含或等价于标准答案的核心语义，即扮演小女孩的演员身份，因此无法正确回答问题。,Natalie Wood,True,0.16666666666666669,0.0,预测答案“Natalie Wood”完全包含了标准答案中的核心关键信息，即演员的名字。虽然预测答案省略了角色名“Susan Walker”和电影细节，但问题明确询问的是“谁扮演了小女孩”，因此直接提供演员姓名已足够准确回答。在语义上，预测答案与标准答案的关键部分完全等价，且措辞差异不影响意思的一致性，符合判断标准。
Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who is the sibling of actress Natalie Wood?,Lana Wood is the sibling of actress Natalie Wood.,Maureen O'Hara,False,0,0.0,预测答案“Maureen O'Hara”与标准答案“Lana Wood”在关键信息上完全不一致，两者并非同一个人。Natalie Wood的姐妹是Lana Wood，而Maureen O'Hara是另一位爱尔兰裔美国女演员，与Natalie Wood没有亲属关系。预测答案未能提供正确的兄弟姐妹信息，语义上也不等价，因此无法正确回答问题。,Lana Wood,True,0.33333333333333337,0.0,预测答案“Lana Wood”直接提供了标准答案中的核心信息，即娜塔莉·伍德的姐妹姓名。虽然预测答案省略了标准答案中“is the sibling of actress Natalie Wood”这一完整表述，但它在语义上完全等价，因为“Lana Wood”这一专有名词已明确指向目标人物，且措辞差异不影响关键信息的准确性。根据判断标准，预测答案简洁地包含了标准答案的关键要素，无需额外修饰即可正确回答问题。
What is the capital of the county that Pine Springs is located in?,In which county is Pine Springs located?,"Culberson County, Texas",Culberson County,True,0.8571428571428571,0.0,"预测答案“Culberson County”完整包含了标准答案“Culberson County, Texas”中的核心关键信息——县名“Culberson County”。虽然省略了州名“Texas”，但问题仅询问“位于哪个县”，预测答案直接且准确地提供了县级行政区划名称，在语义上与标准答案的县级部分完全等价，且未引入错误或歧义，符合允许措辞细微差异的判断标准。",Culberson County,True,0.8571428571428571,0.0,"预测答案“Culberson County”完整包含了标准答案“Culberson County, Texas”中的核心关键信息——县名“Culberson County”。虽然省略了州名“Texas”，但问题仅询问“位于哪个县”，预测答案直接且准确地提供了县级行政区划名称，在语义上与标准答案的县级部分完全等价，且未引入错误或歧义，符合允许措辞细微差异的判断标准。"
What is the capital of the county that Pine Springs is located in?,"What is the county seat of Culberson County, Texas?",Van Horn,Pine Springs,False,0,0.0,预测答案“Pine Springs”与标准答案“Van Horn”在语义上完全不匹配，两者指的是不同的地点。Culberson County的县治确实是Van Horn，而Pine Springs只是该县内的一个社区，并非行政中心。预测答案未能包含标准答案的关键信息，也不存在语义等价或措辞上的细微差异，因此无法正确回答问题。,Pine Springs,False,0,0.0,预测答案“Pine Springs”与标准答案“Van Horn”在语义上完全不匹配，两者指的是不同的地点。Culberson County的县治确实是Van Horn，而Pine Springs只是该县内的一个社区，并非行政中心。预测答案未能包含标准答案的关键信息，也不存在语义等价或措辞上的细微差异，因此无法正确回答问题。
"In 2002, what company merged with the top PC manufacturer from 1994?",Who was the top PC manufacturer in 1994?,Compaq was the top PC manufacturer in 1994.,Compaq,True,0.16666666666666669,0.0,预测答案“Compaq”直接提供了标准答案中的核心实体，即1994年顶级PC制造商的具体名称。虽然预测答案省略了标准答案中的完整陈述句式，但它在语义上完全等价，因为“Compaq”这一关键信息已足以准确回答问题。根据评估标准，允许措辞上的细微差异，只要意思保持一致即可，因此预测答案正确且简洁地回应了问题。,Compaq,True,0.16666666666666669,0.0,预测答案“Compaq”直接提供了标准答案中的核心实体，即1994年顶级PC制造商的具体名称。虽然预测答案省略了标准答案中的完整陈述句式，但它在语义上完全等价，因为“Compaq”这一关键信息已足以准确回答问题。根据评估标准，允许措辞上的细微差异，只要意思保持一致即可，因此预测答案正确且简洁地回应了问题。
"In 2002, what company merged with the top PC manufacturer from 1994?",What company did Compaq merge with in 2002?,Compaq merged with Hewlett Packard (HP) in 2002.,Hewlett-Packard,True,0.2,0.0,预测答案“Hewlett-Packard”直接提供了标准答案中的核心信息，即康柏公司在2002年合并的对象是惠普公司。尽管预测答案省略了“Compaq merged with”和年份等上下文，但问题明确询问的是“与哪家公司合并”，因此仅回答公司名称已足够。语义上，“Hewlett-Packard”与标准答案中的“Hewlett Packard (HP)”完全等价，仅存在连字符和缩写等细微格式差异，不影响关键信息的准确性。这符合评估标准中允许措辞差异的要求。,Hewlett Packard,True,0.4210526315789474,0.0,预测答案“Hewlett Packard”直接提供了标准答案中的核心信息，即康柏公司在2002年合并的对象是惠普公司。虽然预测答案省略了“Compaq merged with”和年份等背景描述，但问题明确询问的是“什么公司”，因此仅回答公司名称已完整覆盖关键信息，语义上与标准答案完全等价，符合允许措辞差异的判断标准。
"In the King's Speech, who played the person who was the King of England in 1950?",Who was the King of England in 1950?,George VI was the King of the United Kingdom in 1950.,George VI,True,0.2666666666666667,0.0,预测答案“George VI”完全包含了标准答案“George VI was the King of the United Kingdom in 1950”中的核心关键信息，即乔治六世在1950年是英国国王。尽管预测答案在措辞上更简洁，省略了“was the King of the United Kingdom in 1950”这一描述，但它在语义上与标准答案完全等价，因为问题直接询问“1950年英格兰国王是谁”，而乔治六世正是这一时期的君主。这种简洁回答并未改变事实本质，因此符合判断标准，应视为正确。,George VI,True,0.2666666666666667,0.0,预测答案“George VI”完全包含了标准答案“George VI was the King of the United Kingdom in 1950”中的核心关键信息，即乔治六世在1950年是英国国王。尽管预测答案在措辞上更简洁，省略了“was the King of the United Kingdom in 1950”这一描述，但它在语义上与标准答案完全等价，因为问题直接询问“1950年英格兰国王是谁”，而乔治六世正是这一时期的君主。这种简洁回答并未改变事实本质，因此符合判断标准，应视为正确。
"In the King's Speech, who played the person who was the King of England in 1950?",Which actor played King George VI in the film 'The King's Speech'?,Colin Firth,Colin Firth,True,1.0,1.0,预测答案“Colin Firth”完全符合标准答案，不仅包含了关键信息，而且在语义上与标准答案完全等价，没有任何措辞差异。该答案准确指出了在电影《国王的演讲》中饰演乔治六世国王的演员，直接回应了问题核心，信息准确无误，因此正确回答了问题。,Colin Firth,True,1.0,1.0,预测答案“Colin Firth”完全符合标准答案，不仅包含了关键信息，而且在语义上与标准答案完全等价，没有任何措辞差异。该答案准确指出了在电影《国王的演讲》中饰演乔治六世国王的演员，直接回应了问题核心，信息准确无误，因此正确回答了问题。
Whose sister played Susie in miracle on 34th street?,Who played Susie in Miracle on 34th Street?,Natalie Wood played Susan Walker in Miracle on 34th Street.,Natalie Wood,True,0.25,0.0,预测答案“Natalie Wood”直接提供了标准答案中的核心信息，即演员的名字。虽然预测答案省略了角色全名“Susan Walker”和电影名称“Miracle on 34th Street”，但问题明确询问的是“谁扮演了Susie”，而“Susie”是角色“Susan Walker”的简称，因此预测答案在语义上与标准答案等价，准确回答了问题。允许措辞差异下，关键信息一致，无需额外细节即可满足查询意图。,Natalie Wood,True,0.25,0.0,预测答案“Natalie Wood”直接提供了标准答案中的核心信息，即演员的名字。虽然预测答案省略了角色全名“Susan Walker”和电影名称“Miracle on 34th Street”，但问题明确询问的是“谁扮演了Susie”，而“Susie”是角色“Susan Walker”的简称，因此预测答案在语义上与标准答案等价，准确回答了问题。允许措辞差异下，关键信息一致，无需额外细节即可满足查询意图。
Whose sister played Susie in miracle on 34th street?,Who is Natalie Wood's brother?,Natalie Wood's sister is Lana Wood. The documents do not mention a brother.,"Natalie Wood's brother is Lana Wood, who had an early screen appearance in the film ""Five Finger Exercise"".",False,0.4827586206896552,0.0,预测答案存在事实性错误，将娜塔莉·伍德的妹妹拉娜·伍德错误地称为她的兄弟，这与标准答案中明确指出的“文档未提及兄弟”以及“妹妹是拉娜·伍德”的关键信息完全矛盾。尽管预测答案补充了拉娜·伍德的电影细节，但核心关系表述错误，导致语义上无法与标准答案等价，违反了判断标准中的关键信息一致性和语义等价性要求。,"Lana Wood, the sister of Natalie Wood.",True,0.4,0.0,"预测答案虽然直接回答了“Lana Wood, the sister of Natalie Wood”，但问题询问的是“brother”（兄弟），而标准答案明确指出文档未提及兄弟，并补充了姐妹信息。预测答案通过提供姐妹的姓名，间接且准确地传达了“没有兄弟”这一核心信息，语义上与标准答案等价，即纠正了问题的前提并给出了相关事实，符合允许措辞差异但意思一致的标准。"
What team was Anna Benson's husband on?,Who is Anna Benson's husband?,"Kris Benson, a former Major League Baseball pitcher.",Kris Benson,True,0.5454545454545454,0.0,"预测答案""Kris Benson""完全包含了标准答案中的核心关键信息，即Anna Benson的丈夫姓名。虽然预测答案省略了""a former Major League Baseball pitcher""这一背景描述，但该部分属于补充信息而非回答问题的必要成分。在语义上，预测答案与标准答案的主体部分完全等价，都准确指出了人物身份，且这种简洁表述在常见问答场景中是可接受的。因此，预测答案正确回答了问题。",Kris Benson,True,0.5454545454545454,0.0,"预测答案""Kris Benson""完全包含了标准答案中的核心关键信息，即Anna Benson的丈夫姓名。虽然预测答案省略了""a former Major League Baseball pitcher""这一背景描述，但该部分属于补充信息而非回答问题的必要成分。在语义上，预测答案与标准答案的主体部分完全等价，都准确指出了人物身份，且这种简洁表述在常见问答场景中是可接受的。因此，预测答案正确回答了问题。"
